Date	Title	Description	Code 1	Code 2
2024-10-30T07:15:00Z	Kamala Harris Makes Her Final Pitch for Voters to ‘Turn the Page’ on Donald Trump	The Vice President made her final pitch to “turn the page” on Trump—from the same spot he rallied a mob on Jan. 6, 2021.		
2024-10-18T02:01:14Z	Kamala Harris Enlists Molly Shannon To Revive ‘SNL’ Character Mary Katherine Gallagher For Al Smith Dinner Video	Kamala Harris did not attend tonight’s Al Smith Dinner in New York, a traditional each election in which the presidential candidates roast each other and themselves. Instead, Harris enlisted Molly Shannon to revive her character of Catholic school girl Mary K…		
2024-10-21T16:20:07Z	Google helps voters find polling locations and track Kamala Harris vs Donald Trump election results	As the 2024 U.S. general election approaches, many Americans are looking for straightforward ways to find reliable voting information. Fortunately, Google is offering helpful tools to make this process easier, allowing you to quickly locate key voting details…		
2024-10-12T15:34:55Z	Kamala Harris Rambles ‘Rather Articulately’ on Stakes of Election: ‘Packed with Some Stuff’	"Vice President Kamala Harris said off teleprompter on Friday “rather articulately” that the 2024 election is “packed with some stuff.”
The post Kamala Harris Rambles ‘Rather Articulately’ on Stakes of Election: ‘Packed with Some Stuff’ appeared first on Breit…"		
2024-10-29T22:34:00Z	WATCH LIVE: Kamala Harris At The Ellipse, Washington DC	"NBC Washington (DC):
The D.C. rally on the Ellipse may attract more than 52,000 people, D.C. Chief of Police Pamela Smith said Tuesday morning that organizers told her.

The Ellipse is where former President Donald Trump held his Stop the Steal rally on Jan.…"		
2024-10-25T16:35:00Z	RealClearPolitics polling average has devastating news for Kamala Harris	Just 11 days before Election Day, the RealClearPolitics average of polls is showing a tie between Republican former President Donald Trump and Democratic Vice President Kamala Harris. Both candidates have 48.5% of the vote, according to the RCP average. The a…		
2024-11-02T21:22:00Z	Kamala Harris Promises More Housing, Even More Migrants	"Kamala Harris is promising more housing for younger voters -- but is also hiding her plans to import more migrants for the new housing that is desperately needed by young Americans. 
The post Kamala Harris Promises More Housing, Even More Migrants appeared fi…"		
2024-10-27T13:13:00Z	Kamala Harris on her first priority as president	"""CBS Evening News"" anchor and managing editor Norah O'Donnell traveled with Vice President Kamala Harris on the campaign trail over two days, in Texas and Michigan. They talked about what Harris calls her first priority if elected president: signing into law …"		
2024-10-23T17:58:17Z	Kamala Harris Seizes On John Kelly’s “Fascist” Comments About Donald Trump In Effort To Make Story Resonate In A Fractured Media Landscape	All three major cable news networks carried Vice President Kamala Harris’ brief remarks on the latest twist in the presidential campaign: John Kelly, Donald Trump’s former chief of staff, going on record via audio to say that the Republican nominee “certainly…		
2024-10-24T21:18:58Z	Beyoncé is rallying with Kamala Harris in Houston. Will it make a difference?	Celebrity endorsements probably don't make much of a difference, experts told BI, but in a historically tight race there could be caveats.		
2024-10-19T20:06:49Z	Willie Nelson Sets Cannabis Community Call In Support Of Kamala Harris	With less than three weeks until Election Day, Willie Nelson is lighting one up for Vice President Kamala Harris. On Saturday, the 15x Grammy winner announced a community Zoom call “emphasizing the importance of cannabis reform in America,” in support of the …		
2024-10-15T04:01:00Z	Kamala Harris Wants to Turn the Page	"How can an incumbent be the change candidate?
The post Kamala Harris Wants to Turn the Page appeared first on The American Conservative."		
2024-10-16T12:38:00Z	Kamala Harris back in Pennsylvania, Musk gives nearly $75 million to Trump PAC	"Kamala Harris on Wednesday is making her 11th trip to Pennsylvania since entering the race for president after making a pitch to Black male voters Tuesday on ""The Breakfast Club"" radio show. Meanwhile, Elon Musk has donated nearly $75 million to a political a…"		
2024-11-03T18:47:54Z	Kamala Harris Gains Momentum as Campaigns Head into Homestretch	Recent polls, surveys and betting odds show that Harris' presidential campaign has gained steam ahead of Election Day.		
2024-10-15T19:38:09Z	Kamala Harris Just Comes Out and Says It: Donald Trump Is F--king Nuts	She played his own “unhinged” words to a crowd in Erie County, Pennsylvania, last night.		
2024-10-15T12:50:19Z	Eye Opener: Donald Trump and Kamala Harris step up campaigns in Pennsylvania	With just three weeks until Election Day, former President Donald Trump and Vice President Kamala Harris step up their attacks in Pennsylvania. Plus, a man faces charges in North Carolina for allegedly threatening FEMA workers. All that and all that matters i…		
2024-10-19T01:12:12Z	Cher Backs Kamala Harris: ‘She Is Fighting for All of Us’	Music legend Cher announced that she will be voting for Vice President Kamala Harris and her running mate Minnesota Gov. Tim Walz on Election Day.		
2024-10-26T13:59:20Z	Watch Beyoncé’s Speech At Kamala Harris Rally In Houston	In August, rumors about Beyoncé performing at the DNC got out of hand. She didn’t wind up making an appearance, but on Friday (Oct. 25) she gave a speech at Kamala Harris’ rally in the superstar’s hometown of Houston, offering her endorsement.		
2024-10-12T06:30:29Z	The life and times of Kamala Harris	The vice-president is narrowly leading the race to become the next US president. How did she get to where she is now?		
2024-10-29T15:16:11Z	“Disappointing”: Kamala Harris Comments On Washington Post And Los Angeles Times Decisions To Not Endorse	With one week until the election, Kamala Harris called in to Charlamagne Tha God’s The Breakfast Club, and was asked about the decision by The Washington Post and the Los Angeles Times to not endorse a presidential candidate this cycle. “It’s disappointing, n…		
2024-10-11T14:32:47Z	Right-Wing Influencers Falsely Accuse Kamala Harris Of Using A Teleprompter At Town Hall	A video of Vice President Kamala Harris went viral as far-right influencers accused her of using a teleprompter at an unscripted town hall.		
2024-10-16T18:00:55Z	Poll: Donald Trump Leads Kamala Harris Among Swing State Catholic Voters	"Former President Donald Trump is leading Vice President Kamala Harris among Catholics in swing states, according to a National Catholic Reporter.
The post Poll: Donald Trump Leads Kamala Harris Among Swing State Catholic Voters appeared first on Breitbart."		
2024-10-26T14:41:29Z	The Scalzi Endorsement: Kamala Harris for President	(Photo adapted from an official White House photo by Lawrence Jackson) This last week the billionaire owners of both the Washington Post and the Los Angeles Times prevented their newspaper editorial staffs from endorsing Kamala Harris for President of the Uni…		
2024-10-16T09:06:00Z	[Removed]	[Removed]		
2024-11-02T01:08:59Z	JD Vance Slams Kamala Harris for Bragging About Economy: U.S. 'Lost' 28K 'Private Sector Jobs'	"Sen. JD Vance (R-OH) criticized Vice President Kamala Harris for bragging about the economy in the United States despite recent data showing 28,000 private sector jobs have been lost.
The post JD Vance Slams Kamala Harris for Bragging About Economy: U.S. ‘Los…"		
2024-10-26T07:42:19Z	[Removed]	[Removed]		
2024-10-23T23:03:23Z	Sarah Jessica Parker Refers To “Childless Cat Lady” Character Carrie Bradshaw As She Endorses Kamala Harris	Sarah Jessica Parker announced her endorsement of Kamala Harris in an Instagram post today that made reference to her Sex and the City character Carrie Bradshaw. She wrote, “For the climate, For hope, For friends and loved ones in the LGBTQ+ community, For fr…		
2024-10-20T14:49:42Z	Kamala Harris' birthday is shattering stereotypes — and making Trump seem even older	Happy birthday, Kamala Harris. Donal Trump's age and fatigue makes him seem too old to be president. But Mika Brzezinski argues Harris makes 60 looks young.		
2024-10-24T16:17:21Z	Beyoncé to Appear at Kamala Harris Rally in Houston on Friday	The native Texan, who has granted the Democratic presidential candidate permission to play “Freedom” at campaign events, will appear at a rally centered on abortion rights		
2024-10-20T06:52:17Z	[Removed]	[Removed]		
2024-10-23T16:20:06Z	‘For the Love of My Country’: Sarah Jessica Parker Endorses Kamala Harris and Tim Walz	"""For me, for love, for choice, and for a certain childless cat lady I play on TV with an abundance of joy, optimism and pride I am voting for Vice President Kamala Harris and Governor Tim Walz,"" actress wrote"		
2024-10-27T15:34:05Z	Did Jeff Bezos Kill The Kamala Harris Endorsement In Deal With Trump?	The editorial board at the Washington Post had written the endorsement but it was killed by owner Jeff Bezos. The decision has enraged many in the newsroom and now people are asking why. For some, like former editor Robert Kagan, it didn't take much to put tw…		
2024-10-14T20:57:28Z	Kamala Harris unveils proposals for Black men as Election Day nears	The plan, which Harris’ campaign is calling an “Opportunity Agenda for Black Men,” comes as she seeks to shore up support from Black voters with early voting underway.		
2024-10-28T13:00:00Z	270 Reasons: Because Kamala Harris Is an Ally to the Queer Community	Our friends at 270 Reasons are gathering a polyphonic orchestra of brilliant writers, teachers, doctors, filmmakers, artists, and citizens of all kinds to weigh in about their plans to vote this November. These opinion essays run the gamut from advocacy for b…		
2024-10-18T22:55:28Z	Marc Anthony Endorses Kamala Harris for President, Slams Donald Trump for Disrespecting Latinos	Marc Anthony is throwing his support behind Kamala Harris ahead of the 2024 Presidential Election. On Friday (October 18), the 56-year-old Puerto Rican superstar officially endorsed the Vice President in a new campaign ad while reminding Latin voters about th…		
2024-10-12T17:47:32Z	DAVID BLACKMON: Dire Energy Costs Of A Kamala Harris Presidency	Vice President Kamala Harris, the Democratic presidential candidate, created a real problem for herself this week during an appearance on The View.		
2024-10-12T21:44:56Z	'He goes off on tangents': Kamala Harris explains what she thinks of Trump's mental acuity	"Vice President Kamala Harris on Saturday shared her thoughts on Donald Trump's ""mental acuity"" in a live interview shown on Fox News.

Harris, who was departing for North Carolina, was asked by a reporter whether or not she believes Trump's mental capacity ha…"		
2024-10-23T14:13:40Z	How Republican-linked ads stir Israel tensions to undermine Kamala Harris	Ad campaign focused on Gaza in key swing states invokes 'anti-Semitic and anti-Arab' bigotry, advocate says.		
2024-10-18T12:04:39Z	[Removed]	[Removed]		
2024-10-18T11:30:49Z	Fox News and Bret Baier are still taking heat for the Kamala Harris interview	"Everyone knew that Vice President Kamala Harris was stepping into unfriendly territory when she agreed to an interview on Fox News earlier this week. But many, including me, thought it […]
The post Fox News and Bret Baier are still taking heat for the Kamala …"		
2024-10-14T13:01:00Z	Kamala Harris with slim lead on Trump in new CBS News poll	New CBS News polling shows a razor-thin race between Kamala Harris and Donald Trump with Harris leading by just 3 percentage points nationally and by just 1 percentage point in the battleground states. CBS News elections and surveys executive director Anthony…		
2024-10-29T16:38:34Z	Elon Musk's PAC sends Republicans texts impersonating Kamala Harris without disclaimers, pushing policies Harris doesn't support, and ups its social ads spend	An Elon Musk-funded super PAC has expanded an advertising campaign in which it is impersonating Democrats and targeting registered Republicans with policies unpopular with conservatives they say Kamala Harris will pass if she wins the election. The policies, …		
2024-11-03T20:05:12Z	FCC Commissioner Claims Kamala Harris’ ‘SNL’ Cameo Was A “Clear And Blatant” Effort To Evade Equal Time Rule	FCC Commissioner Brendan Carr claimed that Kamala Harris’ cameo on Saturday Night Live was a “clear and blatant effort” by the show to evade the FCC’s Equal Time Rule. Carr wrote on X, “The purpose of the rule is to avoid exactly this type of biased and parti…		
2024-10-19T14:13:03Z	Maggie Haberman Says Ritzy Al Smith Dinner ‘Very Hospitable’ For Trump — ‘Zero Cost’ To Kamala Harris For Skipping	"CNN anchor Wolf Blitzer asked analyst Maggie Haberman why Trump is still ranting about VP Kamala Harris replacing Biden as the nominee after so many months.
The post Maggie Haberman Says Ritzy Al Smith Dinner ‘Very Hospitable’ For Trump — ‘Zero Cost’ To Kamal…"		
2024-10-23T14:21:00Z	How Donald Trump and Kamala Harris compare on space policy, according to an expert	The next president of the United States could be the first in that office to accept a phone call from the Moon and hear a woman’s voice on the line. To do so, they’ll first need to make a series of strategic space policy decisions. They’ll also need a little …		
2024-10-28T02:16:19Z	Watch: Unhinged Kamala Harris Fan Screams, Curses at Child in Stroller	"A rabid Kamala Harris supporter was caught on viral video screaming profanities in the face of a small child in a stroller outside of the Democrat candidate's Friday rally in Houston, Texas.
The post Watch: Unhinged Kamala Harris Fan Screams, Curses at Child …"		
2024-10-30T21:13:15Z	[Removed]	[Removed]		
2024-11-01T06:47:24Z	People Think Donald Trump's New Kamala Harris Video Looks 'Creepy' And 'Stalkery'	The former president shared footage of his unsuspecting Democratic rival and received a damning reminder.		
2024-10-16T21:10:11Z	Jimmy Carter cast his mail-in ballot for Kamala Harris today, two months...	Jimmy Carter cast his mail-in ballot for Kamala Harris today, two months after stating he wanted to live long enough to do so. Car		
2024-11-02T03:01:40Z	Cardi B Fires 'Up' Crowd at Kamala Harris Rally in Milwaukee	Cardi B is doubling down on her endorsement of Kamala Harris ... speaking at the Democratic nominee's rally in Milwaukee, Wisconsin Friday evening. The rapper hit the podium to address the crowd at the campaign event ... which also featured…		
2024-10-20T14:13:50Z	'I Was Pushed By An Elderly Woman': Kamala Harris Hecklers Whine To Fox News	"Two hecklers complained to Fox News after they were escorted from Vice President Kamala Harris' rally in Wisconsin on Thursday.


Luke Polaske and Grant Beth told Fox News on Sunday that they attended the rally at the La Crosse Recreational Eagle Center becau…"		
2024-11-02T03:32:15Z	Cardi B, At Kamala Harris Rally, Warns Of Donald Trump’s “Plan To Hustle You”; Rapper Says She Didn’t Plan To Vote Until VP Entered Race	Speaking at a rally for Kamala Harris tonight, Cardi B blasted Donald Trump as a “hustler” with a “plan to hustle you,” warning that he doesn’t “believe women deserve rights.” The rapper and songwriter also explained why she endorsed Harris, telling the Milwa…		
2024-10-26T02:22:02Z	Beyoncé and Kelly Rowland Support Kamala Harris at Houston Rally	Beyonce supported Kamala Harris at her campaign rally on Friday night.		
2024-11-03T15:36:32Z	Kamala Harris Takes Two Point Lead Over Trump in Final Must-Win State: Poll	The vice president Kamala edges ahead of her Republican opponent in a Pennsylvania poll that was published on Sunday.		
2024-10-12T18:07:08Z	Von ShitzInPants Projects On Kamala Harris: 'She Is A Criminal'	"During a presser in Colorado, Felon 45, the multi-convicted felon and sexual assaulter called the Vice President of the United States a criminal after he gave one of the most racist speeches in history.
Disagreeing with a policy is not criminal. Trump, the MA…"		
2024-10-27T13:14:39Z	Kamala Harris on her first priority as president	CBS News' Norah O'Donnell talks with Kamala Harris about women's healthcare, and a prospective return of Donald Trump to the White House.		
2024-10-16T22:05:57Z	Ticker: Watch Kamala Harris’ Interview With Charlamagne tha God	Top of the Ticker: For nearly an hour on Tuesday evening, CNN and MSNBC carried Vice President Kamala Harris' buzzy interview with popular radio personality Charlamagne tha God. Since it was an audio-only conversation, both networks resorted to creatively dis…		
2024-10-25T15:00:24Z	Sacha Baron Cohen Revives Ali G And Borat During ‘Tonight Show’ Appearance To Ask Questions To Donald Trump And Kamala Harris	Sacha Baron Cohen revived his Ali G and Borat characters during a guest appearance Thursday on The Tonight Show Starring Jimmy Fallon. The setup was Fallon’s question of how each character would ask at a presidential debate if they were to moderate such an ev…		
2024-10-28T20:43:28Z	Michigan Muslim Was Booted From a Kamala Harris Rally. Then Team Trump Asked Him to Star in a Campaign Ad.	"Ahmed Ghanim said no thanks — but the ejection could be the kind of thing that drives Arab and Muslim voters to Trump.
The post Michigan Muslim Was Booted From a Kamala Harris Rally. Then Team Trump Asked Him to Star in a Campaign Ad. appeared first on The In…"		
2024-10-28T10:00:57Z	Can Kamala Harris Pull Off Another Upset in Georgia?	Can Kamala Harris pull off another upset in Georgia? Four years after a tumultuous presidential election in the Peach State, she’s an underdog against Trump.		
2024-10-20T18:34:43Z	Lindsey Graham Goes Off on Republicans Supporting Kamala Harris: ‘What the Hell Are You Doing?!’ | Video	"The senator also repeatedly deflects questions about whether or not Jan. 6, 2021 was “a day of love”
The post Lindsey Graham Goes Off on Republicans Supporting Kamala Harris: ‘What the Hell Are You Doing?!’ | Video appeared first on TheWrap."		
2024-10-18T00:46:09Z	Fox News’ Bret Baier Says He Made A Mistake And Another Donald Trump Clip Should Have Run During Key Moment Of Kamala Harris Interview	Fox News’ Bret Baier said that a wrong clip was run during a key moment during his interview with Kamala Harris, which led to the vice president calling out the network for leaving out Donald Trump’s call to use the military against political opponents. Baier…		
2024-11-01T16:08:30Z	Why the Kamala Harris Campaign Feels ‘Nauseously Optimistic’	Kamala Harris’s campaign feels ‘nauseously optimistic’ about their chances to beat Donald Trump, based in large part on their analysis of early voting data so far.		
2024-10-17T16:45:43Z	Why we’re not talking about Kamala Harris as the “first female president”	Eight years ago, when Hillary Clinton seemed poised to be elected the first female president of the United States, it sometimes seemed as though the candidate and the media couldn’t talk about it enough.  “I think it would be a great moment for our country,” …		
2024-10-24T22:57:18Z	Archbishop Exiled by Pope Francis Says Kamala Harris 'Obeys Satan'	"Carlo Maria Viganò, an archbishop that was excommunicated by Pope Francis, in a new letter addressed to American voters wrote that Vice President Kamala Harris, the Democratic nominee, ""obeys Satan.""
""In this election you must choose between two radically opp…"		
2024-10-31T22:52:08Z	Donald Trump Tries To Command News Cycle With Lawsuit Against CBS Over Kamala Harris’ ’60 Minutes’ Interview	In the waning days of the presidential campaign, Donald Trump has sued CBS over the way that 60 Minutes edited an interview with Kamala Harris. The lawsuit, filed in U.S. District Court in Amarillo, TX, seeks $10 billion in damages and is just the latest liti…		
2024-10-22T23:28:07Z	Bill Gates Donated $50 Million To Nonprofit Supporting Kamala Harris, Report Says	Gates has not publicly endorsed Harris despite backing a nonprofit organization supporting her presidential campaign.		
2024-10-30T19:13:59Z	Willie Nelson On Cannabis Reform, Kamala Harris, New Album, Cooking With Weed	"Iconic singer and songwriter Willie Nelson, who is 91 years old, remains as passionate as ever as he speaks out against outdated marijuana laws and voices support for Kamala Harris , who he says will be good for most needed federal cannabis reform.
""There are…"		
2024-10-30T10:30:53Z	A photo of Kamala Harris in a McDonald’s uniform is fake	"Vice President Kamala Harris has told voters she worked at McDonald’s as a nod to her middle-class upbringing. Former President Donald Trump has repeatedly said without evidence that she is […]
The post A photo of Kamala Harris in a McDonald’s uniform is fake…"		
2024-10-29T20:17:21Z	Inside New Minnesota Poll Showing Kamala Harris With Narrow 3-Point Edge Over Trump	"On ""Forbes Newsroom,"" Ana Radelat, the Washington Correspondent for MinnPost, discussed a new MinnPost-Embold Research poll showing Harris slightly ahead of Trump in MN."		
2024-10-27T12:59:48Z	‘Take Our Lives Seriously,’ Michelle Obama Pleads as She Rallies For Kamala Harris	Michelle Obama challenged men to support Kamala Harris' bid to be America's first female President.		
2024-10-24T21:16:23Z	Kamala Harris is a Far Lesser Evil than Donald Trump	In this post I am going to explain why Kamala Harris is a far lesser evil than Donald Trump, and therefore, I plan to vote for her. Both candidates		
2024-10-14T14:32:23Z	Trump Rallygoer Says He Can't Vote For 'Hoe' Kamala Harris 'As A Christian'	"A supporter of former President Donald Trump cited his Christian faith while wearing a T-shirt that discouraged voting for Vice President Kamala Harris, calling her a ""hoe.""


Ahead of a Sunday rally in Arizona, RSBN host Mike Fortin spoke to the young man ab…"		
2024-10-17T18:00:00Z	“With all due respect…” When Kamala Harris called B.S. on Bret Baier during last night’s Fox News interview	Kamala Harris bravery ventured into enemy territory last night when she sat down with Fox News’ chief political anchor Bret Baier.		
2024-10-17T09:40:17Z	Why Kamala Harris’ Famous Sorority Hasn’t Endorsed Her	It’s a bit of a tactical bind.		
2024-10-14T22:06:43Z	I'm a lifelong Wisconsin conservative. Here's why I just endorsed Kamala Harris	I'm a Wisconsin Republicans. Here's why I'm voting for Kamala Harris over Donald Trump — and why Mike Pence and Mitt Romney could learn from Liz Cheney.		
2024-10-27T06:00:00Z	Bill Gates donates $50M to Kamala Harris-linked PAC	Microsoft co-founder and technocrat Bill Gates has reportedly shelled out $50 million as a donation to a political action committee (PAC) linked to Vice President Kamala Harris. The Washington Times (WT) reported on the development, citing an Oct. 22 report b…		
2024-10-21T14:50:53Z	SNL Skewers Bret Baier's Very Bad Terrible Kamala Harris Interview	"Alex Baldwin came back to Saturday Night Live and instead of doing his Trump impression, he made Brett Baier his right wing patsy.
During the very long and very funny cold opening, SNL exposed Baier and Fox News for the hypocrites and Trump propagandists they…"		
2024-10-13T10:00:00Z	What the Polls Really Say About Black Men’s Support for Kamala Harris	Jelani Cobb on Democratic worries about Kamala Harris’s support among Black men, why Donald Trump thinks he’s winning them over, and what the numbers really show.		
2024-10-31T23:25:44Z	‘The Avengers’ Reunite: Scarlett Johansson, Chris Evans & Robert Downey Jr. & More Marvel Stars Endorse Kamala Harris Against Donald Trump	Scarlett Johansson made a call and assembled The Avengers to defeat Donald Trump in the upcoming presidential election and vote for Kamala Harris. In a video shared by Mark Ruffalo, the Hulk in the Marvel Cinematic Universe, the actors expressed their support…		
2024-10-15T13:03:57Z	Kamala Harris Is Going To The Voters Who Don't Watch Morning Joe	"I thought this was an excellent point that a lot of people miss. The people who need to see Kamala Harris no longer watch establishment shows like Morning Joe, as Anand Giridharadas points out.
And that's why we see her seeking out popular podcasts.
""We were …"		
2024-10-27T14:19:06Z	Amber Rose Accuses Beyoncé of Taking Her RNC Speech at Kamala Harris Rally	Amber Rose is making a surprising accusation. The 41-year-old model and activist accused Beyoncé of ripping off her “whole speech,” presumably from her 2024 Republican National Convention appearance, for the 43-year-old’s own speech at the Kamala Harris rally…		
2024-10-24T01:13:41Z	Donald Trump Is A Fascist, Kamala Harris Tells CNN Town Hall; VP’s Blunt Answer Follows Ex-POTUS Expressing Admiration For “Hitler’s Generals”	“He’s just putting out a 911 call to the American people …if Donald Trump were back in the White House,” said Vice President Kamala Harris today at CNN’s live town hall of recent remarks by the ex-POTUS’ longest serving chief of staff General John Kelly about…		
2024-10-24T23:04:57Z	Bruce Springsteen Performs At Kamala Harris Rally, Tells Crowd That Donald Trump Is Running To Be “An American Tyrant”	Bruce Springsteen, performing for the first time for Kamala Harris’ presidential campaign, said that Donald Trump “is running to be an American tyrant.” “He does not understand this country, its history, or what it means to be deeply American,” Springsteen to…		
2024-10-12T12:39:21Z	Kamala Harris Releases Health Report, Drawing Contrast to Trump	"A medical statement for Vice President Kamala Harris dropped on Saturday, declaring she is in ""excellent health"" at 59 years old.
The post Kamala Harris Releases Health Report, Drawing Contrast to Trump first appeared on Mediaite."		
2024-10-20T03:49:59Z	‘SNL’: Alec Baldwin Returns – as Bret Baier – to Roast the Kamala Harris Fox News Interview | Video	"James Austin Johnson mocks a very tired Trump and Maya Rudolph of course returns as VP Harris
The post ‘SNL’: Alec Baldwin Returns – as Bret Baier – to Roast the Kamala Harris Fox News Interview | Video appeared first on TheWrap."		
2024-11-02T04:44:40Z	Cardi B Speaks at Wisonsin Kamala Harris Rally, Gives Donald Trump New Nickname	Cardi B hit the stage at a rally in support of Kamala Harris at Wisconsin State Fair Park Exposition Center on Friday night (November 1) in West Allis, Wisc. The 32-year-old rapper showed her support at the campaign stop and spoke in support of the Vice Presi…		
2024-10-26T17:38:08Z	Beyoncé At Kamala Harris Houston Rally: “It’s Time To Sing A New Song”	Beyoncé formally endorsed Vice President Kamala Harris in her hometown Houston, Texas on Friday, October 25.		
2024-10-26T20:26:48Z	Tina Knowles Lands in NYC After Taking 'Black Jobs' Dig at Kamala Harris Rally	"Tina Knowles wasn't in Houston for long ... flying back from her home state to New York City early Saturday -- hours after firing off about Donald Trump's ""Black jobs"" comment. Beyoncé's mom touched down at LaGuardia Airport Saturday morning…"		
2024-11-02T20:22:35Z	Donald Trump Is “So Disappointed” In Julia Roberts For Narrating Kamala Harris Ad	With three days until the presidential election, Donald Trump is taking aim at Julia Roberts over her support of Kamala Harris. On Saturday, the former president called into Fox & Friends, where he criticized the Oscar winner for narrating a recent Vote Commo…		
2024-10-30T14:48:58Z	Arnold Schwarzenegger Says He’s Voting For Kamala Harris And Tim Walz	Arnold Schwarzenegger wrote on X today that he has voted for Kamala Harris and Tim Walz, saying that he “will always be an American before I am a Republican.” The former GOP California governor wrote, “Let me be honest with you: I don’t like either party righ…		
2024-10-12T18:34:47Z	Kamala Harris Chocolate Bar on American Airlines? Passenger’s Surprise Highlights Vanishing Inflight Politics This Year	An American Airlines passenger says that one of the flight attendants on board their recent Airbus narrowbody flight handed out Kamala Harris chocolate bars. He took to social media for an explanation from the airline... but then conceded that the chocolate b…		
2024-10-17T13:59:13Z	Kamala Harris and Donald Trump Both Entered the Lion's Den. Who Triumphed?	"Donald Trump and Kamala Harris both took part in challenging media events on Wednesday as the pair looked to sure up voters in the final few weeks of the election.
The vice president sat down with Fox News' Bret Baier for an at times contentious interview on …"		
2024-10-25T12:52:47Z	Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Buffett, Gates Weigh In (Updated)	The historically apolitical centibillionaires Warren Buffett and Bill Gates are taking different paths this election cycle.		
2024-10-13T14:41:50Z	Speaker Johnson: Kamala Harris Is 'Desperate Because She's Sinking in the Polls'	"House Speaker Mike Johnson (R-LA) said Sunday on NBC's ""Meet the Press"" that Democratic presidential nominee Vice President Kamala Harris was ""desperate"" because she was ""sinking in the polls.""
The post Speaker Johnson: Kamala Harris Is ‘Desperate Because She…"		
2024-10-23T11:31:04Z	CNN Gets Invested In So-Called Kamala Harris Plagiarism Scandal!	"Here's what CNN just published, claiming Harris lifted language from a Republican attorney when she testified in front of Congress in 2007:
Experts CNN spoke with said that the instance, first reported by conservative news outlet the Washington Free Beacon on…"		
2024-10-18T02:46:55Z	Donald Trump Gets The Spotlight To Skewer Democrats At Al Smith Dinner, Blasts Kamala Harris For Not Attending Event	Donald Trump had the spotlight all to himself at the Al Smith Dinner, as he made made jokes about immigrants, transgender Americans and his political rivals at the event, which has been an election year tradition. Standing at the lectern, with Chuck Schumer n…		
2024-10-16T15:00:56Z	What Time Is Kamala Harris’ Interview With Fox News Tonight?	Tonight is Kamala Harris' first formal sit-down interview with Fox News. Here’s the exact start time and how to watch the conversation live.		
2024-10-27T17:16:41Z	'It's Fear': Liz Cheney Criticizes Washington Post Owner Jeff Bezos After His Paper Snubs Kamala Harris	"Former Rep. Liz Cheney (R-WY) on Saturday criticized Washington Post owner Jeff Bezos after his newspaper snubbed Vice President Kamala Harris (D) with a non-endorsement.
The post ‘It’s Fear’: Liz Cheney Criticizes Washington Post Owner Jeff Bezos After His P…"		
2024-10-29T14:42:38Z	I Played The Kamala Harris ‘Fortnite’ Questline And Here’s What I Found	In an effort to get the youths to Pokémon GO to the polls, Kamala Harris’ campaign has designed a custom Fortnite map.		
2024-10-30T13:08:22Z	Why Kamala Harris made her 'closing argument' in front of the White House	"The setting was an explicit nod toward January 6, even if her speech wasn't mainly about that.
Brendan Smialowski/AFP via Getty Images
Harris delivered a ""closing argument"" speech at the same spot Trump held his January 6 rally.
It was the VP's last chance at…"		
2024-10-30T15:00:50Z	Arnold Schwarzenegger Endorses Kamala Harris, Despite Not Liking 'Either Party'	Arnold Schwarzenegger is breaking from his political party by endorsing Kamala Harris ahead of Election Day ... warning another Trump administration would be disastrous for the country. The actor and former politician posted a lengthy letter…		
2024-11-02T20:11:59Z	Kamala Harris comes out swinging against Trump at Georgia rally	Democratic presidential candidate Kamala Harris calls Republican candidate Donald Trump ‘unstable’.		
2024-10-11T00:00:00Z	Why Kamala Harris Must Secure the Endorsement of Sabnock, the Great Marquis of Hell	With America more politically polarized than any time since the Civil War, the most important issue facing the next president is figuring out how to heal our divided nation. Vice President Harris is undoubtedly the candidate most likely to bring our country t…		
2024-10-11T15:48:16Z	Kamala Harris Can’t Name 3 Virtues Donald Trump Possesses	In response to a town-hall question on Donald Trump’s virtues, Kamala Harris cited his love for his family, then acknowledged she couldn’t list any others.		
2024-10-16T18:59:29Z	Kamala Harris Breaks Silence On Michael Jackson Rumor Started By Janet	"Wait, did Kamala Harris prosecute Michael Jackson? The intersection of politics and the celebrity world is always strange. And it’s …
Kamala Harris Breaks Silence On Michael Jackson Rumor Started By Janet was originally published on The Hollywood Gossip."		
2024-10-26T17:54:31Z	Mel Gibson Claims Kamala Harris Has “The IQ of a Fence Post”	Actor and director Mel Gibson might be as well known for his film work as for his racist and antisemitic rants.		
2024-11-01T11:00:00Z	Kamala Harris’ Las Vegas Sphere takeover is a shining branding move	The Democratic campaign hits the big screen.		
2024-10-25T10:30:00Z	Here Are The Other Billionaires Donating To The Same Pro-Kamala Harris Super PAC As Bill Gates	Gates’ donation to the PAC was done through dark money, but other billionaires including Netflix cofounder Reed Hastings contributed publicly to the PAC.		
2024-10-29T02:00:01Z	Meanwhile, Kamala Harris Speaks Out FOR Puerto Rico In Philly	"by John Cole, Pennsylvania Capital-Star October 27, 2024
PHILADELPHIA— Vice President Kamala Harris’ 20th visit to Pennsylvania of the year included a busy day of campaigning across the state’s biggest Democratic stronghold. As she sought to  shore up support…"		
